address,postcode,Huurprijs,Waarborgsom,Huurovereenkomst,Aangeboden sinds,Status,Aanvaarding,Soort appartement,Soort bouw,Bouwjaar,Soort dak,Gebruiksoppervlakten,Wonen,Overige inpandige ruimte,Gebouwgebonden buitenruimte,Inhoud,Aantal kamers,Aantal badkamers,Badkamervoorzieningen,Aantal woonlagen,Gelegen op,Voorzieningen,Voorlopig energielabel,Isolatie,Verwarming,Warm water,Ligging,Soort garage,Soort parkeergelegenheid,url,Specifiek,Externe bergruimte,Energielabel,Schuur/berging,Inschrijving KvK,Jaarlijkse vergadering,Periodieke bijdrage,Reservefonds aanwezig,Onderhoudsplan,Opstalverzekering,Balkon/dakterras,Tuin,Oorspronkelijke huurprijs,Cv-ketel,Soort woonhuis,Achtertuin,Ligging tuin,Oppervlakte,Capaciteit,Bouwperiode,Patio/atrium,Keurmerken,Zonneterras,Perceel
Hickorylaan 148,3545 CT Utrecht,"€ 1.229 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,Plat dak bedekt met bitumineuze dakbedekking,,98 m²,17 m²,,254 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,3e woonlaag,Lift en mechanische ventilatie,,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,,In woonwijk,Balkon aanwezig,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42813320-hickorylaan-148/,4 m²,A,,Parkeerkelder en parkeerplaats,,,,,,,,,,,,,,,,,,
Auriollaan 41,3527 ES Utrecht,€ 1.575 per maand (geen servicekosten),€ 3.150 eenmalig,,2 weken,,,Tussenverdieping (appartement met open portiek),Bestaande bouw,2016,,,,,,185 m³,4 kamers (3 slaapkamers),,,,,,"F
            2,45",,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-88340702-auriollaan-41/,,,,,,,,,,,,,,,,,,,75 m² wonen,,,
Hickorylaan 140,3545 CT Utrecht,"€ 1.184 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,Plat dak bedekt met bitumineuze dakbedekking,,83 m²,8 m²,,215 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,3e woonlaag,Lift en mechanische ventilatie,,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,,In woonwijk,Balkon aanwezig,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42813351-hickorylaan-140/,8 m²,A,,Parkeerkelder en parkeerplaats,,,,,,,,,,,,,,,,,,
Tannhäuserdreef 330,3561 HT Utrecht,"€ 1.450 per maand (exclusief servicekosten à € 63,00 /mnd)",€ 1.513 eenmalig,Onbepaalde tijd,3 maanden,Beschikbaar,Beschikbaar per 1-11-2022,Bovenwoning (appartement),Bestaande bouw,1965,,,80 m²,,,208 m³,4 kamers (3 slaapkamers),,,1 woonlaag,4e woonlaag,,"D
            1,95",,,,,In woonwijk,,,,https://www.funda.nl/huur/utrecht/appartement-88226167-tannhauserdreef-330/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,"€ 1.395 per maand (exclusief servicekosten à € 63,00 /mnd)",,,,,,
Karel Doormanlaan 11,3572 NA Utrecht,€ 1.750 per maand (geen servicekosten),€ 3.500 eenmalig,,18 oktober 2022,,,Bovenwoning (appartement met open portiek),Bestaande bouw,1965,,,,,,250 m³,3 kamers (2 slaapkamers),,,,,,"D
            1,75",,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-88354070-karel-doormanlaan-11/,,,,,,,,,,,,,,,,,,,100 m² wonen,,,
Moreelsehoek 396,3511 EZ Utrecht,"€ 1.073 per maand (exclusief servicekosten à € 80,00 /mnd)",Geen,Onbepaalde tijd,2 weken,Beschikbaar,Per direct beschikbaar,Bovenwoning (open portiek),Bestaande bouw,2020,,,50 m²,,,130 m³,1 kamer (1 slaapkamer),,,1 woonlaag,,,Niet beschikbaar,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-42985440-moreelsehoek-396/,,,,,,,,,,,,,,,,,,,,,,
Moreelsehoek 190,3511 EZ Utrecht,"€ 1.096 per maand (exclusief servicekosten à € 80,00 /mnd)",Geen,Onbepaalde tijd,6 weken,Beschikbaar,Per direct beschikbaar,Bovenwoning,Bestaande bouw,2020,,,122 m²,,,184 m³,3 kamers,,,1 woonlaag,,,Niet beschikbaar,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-42847502-moreelsehoek-190/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Faustdreef 473,3561 LR Utrecht,"€ 1.395 per maand (exclusief servicekosten à € 63,00 /mnd)",€ 1.458 eenmalig,Onbepaalde tijd,5 maanden,Beschikbaar,Beschikbaar per direct beschikbaar,Bovenwoning (appartement),Bestaande bouw,1967,,,80 m²,,,208 m³,4 kamers (3 slaapkamers),,,1 woonlaag,9e woonlaag,,"E
            2,06",,,,,In woonwijk,,,,https://www.funda.nl/huur/utrecht/appartement-88145062-faustdreef-473/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Hickorylaan 302,3545 CT Utrecht,"€ 1.169 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,Plat dak bedekt met bitumineuze dakbedekking,,82 m²,6 m²,,213 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,2e woonlaag,Lift en mechanische ventilatie,,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,,In woonwijk,Balkon aanwezig,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42814578-hickorylaan-302/,3 m²,A,,Parkeerkelder en parkeerplaats,,,,,,,,,,,,,,,,,,
Nieuwegracht 76 bg,3512 LV Utrecht,€ 1.350 per maand (geen servicekosten),€ 2.700 eenmalig,,20 oktober 2022,,,Benedenwoning (appartement),Bestaande bouw,1600,,,,,,100 m³,2 kamers (1 slaapkamer),,,,,,Niet beschikbaar,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-88356669-nieuwegracht-76-bg/,,,,,,,,,,,,,,,,,,,45 m² wonen,,,
Pieterskerkhof 23 B,3512 JS Utrecht,"€ 1.675 per maand (exclusief servicekosten à € 100,00 /mnd)",€ 3.350 eenmalig,Onbepaalde tijd,21 oktober 2022,Beschikbaar,Beschikbaar per 1-11-2022,Maisonnette (appartement),Bestaande bouw,2022,Plat dak bedekt met bitumineuze dakbedekking,,66 m²,,5 m²,220 m³,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Douche,3 woonlagen,1e woonlaag,Elektra,A++,"Dakisolatie, dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Stadsverwarming,Centrale voorziening,,In centrum,,Box,Betaald parkeren,https://www.funda.nl/huur/utrecht/appartement-88357720-pieterskerkhof-23-b/,,,,,,,,,,,,,Gestoffeerd en monument,,,,,,,,,
Twellosebeeklaan 115,3521 DR Utrecht,€ 1.040 per maand (geen servicekosten),Geen,Onbepaalde tijd,10 oktober 2022,Beschikbaar,In overleg,Galerijflat,Nieuwbouw,2022,,,47 m²,10 m²,,122 m³,2 kamers (1 slaapkamer),,,5 woonlagen,1e woonlaag,,,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-42989620-twellosebeeklaan-115/,,A,,Parkeerplaats,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Wijde Doelen 6,3512 XN Utrecht,€ 1.495 per maand (geen servicekosten),€ 2.990 eenmalig,,18 oktober 2022,,,,Bestaande bouw,1900,,,,,,210 m³,3 kamers (2 slaapkamers),,,,,,,,,,,,,,,https://www.funda.nl/huur/utrecht/huis-88353388-wijde-doelen-6/,,F,,,,,,,,,,,,,,,"Eengezinswoning, tussenwoning",,84 m² wonen,,,
CAB-rondom 13,3534 BJ Utrecht,€ 934 per maand (servicekosten onbekend),Geen,Onbepaalde tijd,20 oktober 2022,Beschikbaar,In overleg,Maisonnette (appartement),Nieuwbouw,2022,Plat dak bedekt met bitumineuze dakbedekking,,75 m²,,,195 m³,2 kamers,1 badkamer en 1 apart toilet,,2 woonlagen,,"Lift, mechanische ventilatie en zonnepanelen",,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,,In centrum en in woonwijk,,,Openbaar parkeren,https://www.funda.nl/huur/utrecht/appartement-42991067-cab-rondom-13/,,A,Zonneterras,,,,,,,,,,,,,,,,,,,
Oudegracht 210 A,3511 NS Utrecht,€ 1.595 per maand (geen servicekosten),€ 2.000 eenmalig,Tijdelijke verhuur,4 weken,Verhuurd onder voorbehoud,Beschikbaar per 1-11-2022,Bovenwoning (appartement),Bestaande bouw,1900,,,41 m²,,,100 m³,2 kamers (1 slaapkamer),1 badkamer,Toilet,1 woonlaag,1e woonlaag,,Niet beschikbaar,,,,,In centrum,,,Betaald parkeren,https://www.funda.nl/huur/utrecht/appartement-88317865-oudegracht-210-a/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Oudenoord 172,3513 EV Utrecht,"€ 1.134 per maand (exclusief servicekosten à € 30,00 /mnd)",Geen,Onbepaalde tijd,4 weken,Beschikbaar,Per direct beschikbaar,Galerijflat,Bestaande bouw,2017,,,54 m²,,,151 m³,1 kamer (1 slaapkamer),,,1 woonlaag,,,"G
            1,83",,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-42953887-oudenoord-172/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Henriëtte Roland Holststraat 19,3511 MT Utrecht,€ 1.595 per maand (geen servicekosten),€ 1.595 eenmalig,Onbepaalde tijd,10 oktober 2022,Onder bod,In overleg,Portiekflat (appartement),Bestaande bouw,1997,,,70 m²,5 m²,5 m²,219 m³,3 kamers (2 slaapkamers),,,1 woonlaag,4e woonlaag,Lift en TV kabel,B,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,,"Aan rustige weg, in centrum en in woonwijk",,Box,"Betaald parkeren, openbaar parkeren en parkeervergunningen",https://www.funda.nl/huur/utrecht/appartement-88343505-henriette-roland-holststraat-19/,,,,,,,Ja,Ja,Ja,Ja,Ja,Ja,Gedeeltelijk gestoffeerd,,,,,,,,,
Prinses Beatrixplein 20,3523 VD Utrecht,"€ 1.500 per maand (exclusief servicekosten à € 50,00 /mnd)",€ 1.500 eenmalig,Tijdelijke verhuur,2 weken,Onder optie,Beschikbaar per 1-11-2022,Portiekflat (appartement),Bestaande bouw,2001,,,70 m²,,5 m²,210 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,1e woonlaag,Elektra,B,Dubbel glas,Cv-ketel,Cv-ketel,"Gas gestookt combiketel uit 2002, eigendom",Aan rustige weg en in woonwijk,,Box,Openbaar parkeren,https://www.funda.nl/huur/utrecht/appartement-42987585-prinses-beatrixplein-20/,,,Achtertuin,Parkeerkelder,,,,,,,,,Gemeubileerd en gestoffeerd,"25 m² (4,1 meter diep en 6,15 meter breed)",Gelegen op het zuidoosten bereikbaar via achterom,,,,,,,
Auriollaan 12,3527 EV Utrecht,"€ 1.450 per maand (exclusief servicekosten à € 45,00 /mnd)",€ 1.495 eenmalig,Onbepaalde tijd,2 weken,Beschikbaar,Beschikbaar per 1-12-2022,Bovenwoning (appartement),Bestaande bouw,1960,,,76 m²,,,198 m³,3 kamers (2 slaapkamers),,,1 woonlaag,3e woonlaag,,"G
            3,13",,,,,In woonwijk,,,,https://www.funda.nl/huur/utrecht/appartement-88335360-auriollaan-12/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Potterstraat 4 A,3512 TA Utrecht,€ 1.650 per maand (geen servicekosten),€ 1.650 eenmalig,Onbepaalde tijd,6 weken,Onder optie,Per direct beschikbaar,Bovenwoning (appartement met open portiek),Bestaande bouw,1900,Plat dak bedekt met bitumineuze dakbedekking,,73 m²,6 m²,,240 m³,2 kamers (1 slaapkamer),1 apart toilet,,1 woonlaag,1e woonlaag,TV kabel,Niet beschikbaar,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Stadsverwarming,Centrale voorziening,,"Aan drukke weg, in centrum, in woonwijk en vrij uitzicht",,,Betaald parkeren en parkeervergunningen,https://www.funda.nl/huur/utrecht/appartement-88200965-potterstraat-4-a/,,,Zonneterras,,,,,,,,,,Gestoffeerd,,,,,,,,,
Hickorylaan 188,3545 CT Utrecht,"€ 1.264 per maand (exclusief servicekosten à € 65,00 /mnd)",Geen,Onbepaalde tijd,2 maanden,Onder optie,In overleg,Galerijflat (appartement),Nieuwbouw,2022,Plat dak bedekt met bitumineuze dakbedekking,,98 m²,17 m²,,254 m³,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,4e woonlaag,Lift en mechanische ventilatie,,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,,In woonwijk,Balkon aanwezig,,Openbaar parkeren en parkeergarage,https://www.funda.nl/huur/utrecht/appartement-42813342-hickorylaan-188/,4 m²,A,,Parkeerkelder en parkeerplaats,,,,,,,,,,,,,,,,,,
Marshalllaan 311,3527 TH Utrecht,"€ 1.450 per maand (exclusief servicekosten à € 45,00 /mnd)",€ 1.495 eenmalig,Onbepaalde tijd,7 weken,Beschikbaar,Beschikbaar per direct beschikbaar,Bovenwoning (appartement),Bestaande bouw,1960,,,78 m²,,,203 m³,3 kamers (2 slaapkamers),,,1 woonlaag,4e woonlaag,,"G
            3,33",,,,,In woonwijk,,,,https://www.funda.nl/huur/utrecht/appartement-88293463-marshalllaan-311/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,"€ 1.395 per maand (exclusief servicekosten à € 45,00 /mnd)",,,,,,
Tannhäuserdreef 274,3561 HR Utrecht,"€ 1.450 per maand (exclusief servicekosten à € 63,00 /mnd)",€ 1.513 eenmalig,Onbepaalde tijd,3 maanden,Beschikbaar,Beschikbaar per 1-11-2022,Bovenwoning (appartement),Bestaande bouw,1965,,,80 m²,,,208 m³,4 kamers (3 slaapkamers),,,1 woonlaag,2e woonlaag,,"D
            1,95",,,,,In woonwijk,,,,https://www.funda.nl/huur/utrecht/appartement-88228309-tannhauserdreef-274/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,"€ 1.395 per maand (exclusief servicekosten à € 63,00 /mnd)",,,,,,
CAB-rondom 135,3534 BJ Utrecht,€ 927 per maand (servicekosten onbekend),Geen,Onbepaalde tijd,20 oktober 2022,Beschikbaar,In overleg,Galerijflat (appartement),Nieuwbouw,2022,Plat dak bedekt met bitumineuze dakbedekking,,74 m²,11 m²,,192 m³,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,,1 woonlaag,,"Lift, mechanische ventilatie en zonnepanelen",,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,,In centrum en in woonwijk,Balkon aanwezig,,Openbaar parkeren,https://www.funda.nl/huur/utrecht/appartement-42991027-cab-rondom-135/,,A,,,,,,,,,,,,,,,,,,,,
Faustdreef 135,3561 LD Utrecht,"€ 1.450 per maand (exclusief servicekosten à € 63,00 /mnd)",€ 1.513 eenmalig,Onbepaalde tijd,2 maanden,Beschikbaar,Beschikbaar per 1-12-2022,Bovenwoning (appartement),Bestaande bouw,1967,,,80 m²,,,208 m³,4 kamers (3 slaapkamers),,,1 woonlaag,7e woonlaag,,"E
            2,35",,,,,In woonwijk,,,,https://www.funda.nl/huur/utrecht/appartement-88275024-faustdreef-135/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,"€ 1.395 per maand (exclusief servicekosten à € 63,00 /mnd)",,,,,,
Piet Heinstraat 9,3582 BX Utrecht,€ 1.675 per maand (geen servicekosten),€ 1.675 eenmalig,Tijdelijke verhuur,3 weken,Beschikbaar,In overleg,,Bestaande bouw,1906,Zadeldak bedekt met pannen,,70 m²,50 m²,,271 m³,2 kamers (1 slaapkamer),,,2 woonlagen,,TV kabel,C,Dubbel glas,Cv-ketel,Cv-ketel,"Gas gestookt combiketel uit 2020, eigendom","Aan rustige weg, in woonwijk en vrij uitzicht",,,"Betaald parkeren, openbaar parkeren en parkeervergunningen",https://www.funda.nl/huur/utrecht/huis-88339734-piet-heinstraat-9/,,,Achtertuin,,,,,,,,,,Gedeeltelijk gestoffeerd en monument,50 m² (10 meter diep en 5 meter breed),Gelegen op het oosten bereikbaar via achterom,,"Eengezinswoning, tussenwoning",93 m²,,,,
Tannhäuserdreef 176,3561 HL Utrecht,"€ 1.450 per maand (exclusief servicekosten à € 63,00 /mnd)",€ 1.513 eenmalig,Onbepaalde tijd,7 weken,Beschikbaar,Beschikbaar per direct beschikbaar,Bovenwoning (appartement),Bestaande bouw,1965,,,80 m²,,,208 m³,4 kamers (3 slaapkamers),,,1 woonlaag,6e woonlaag,,"C
            1,58",,,,,In woonwijk,,,,https://www.funda.nl/huur/utrecht/appartement-88291925-tannhauserdreef-176/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,"€ 1.350 per maand (exclusief servicekosten à € 63,00 /mnd)",,,,,,
Faustdreef 333,3561 LK Utrecht,"€ 1.450 per maand (exclusief servicekosten à € 63,00 /mnd)",€ 1.513 eenmalig,Onbepaalde tijd,3 maanden,Beschikbaar,Beschikbaar per 30-11-2022,Bovenwoning (appartement),Bestaande bouw,1967,,,80 m²,,,208 m³,4 kamers (3 slaapkamers),,,1 woonlaag,4e woonlaag,,"F
            2,41",,,,,In woonwijk,,,,https://www.funda.nl/huur/utrecht/appartement-88245541-faustdreef-333/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,"€ 1.395 per maand (exclusief servicekosten à € 63,00 /mnd)",,,,,,
Faustdreef 411,3561 LN Utrecht,"€ 1.395 per maand (exclusief servicekosten à € 63,00 /mnd)",€ 1.458 eenmalig,Onbepaalde tijd,4 maanden,Beschikbaar,Beschikbaar per direct beschikbaar,Bovenwoning (appartement),Bestaande bouw,1967,,,80 m²,,,208 m³,4 kamers (3 slaapkamers),,,1 woonlaag,7e woonlaag,,"E
            2,35",,,,,In woonwijk,,,,https://www.funda.nl/huur/utrecht/appartement-88182284-faustdreef-411/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Marshalllaan 387,3527 TK Utrecht,"€ 1.450 per maand (exclusief servicekosten à € 45,00 /mnd)",€ 1.495 eenmalig,Onbepaalde tijd,8 weken,Beschikbaar,Beschikbaar per 1-1-2023,Bovenwoning (appartement),Bestaande bouw,1960,,,78 m²,,,203 m³,3 kamers (2 slaapkamers),,,1 woonlaag,3e woonlaag,,"E
            2,19",,,,,In woonwijk,,,,https://www.funda.nl/huur/utrecht/appartement-88289616-marshalllaan-387/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,"€ 1.395 per maand (exclusief servicekosten à € 45,00 /mnd)",,,,,,
Van Weerden Poelmanlaan 2,3527 KN Utrecht,€ 1.350 per maand (servicekosten onbekend),€ 1.405 eenmalig,Onbepaalde tijd,3 weken,Beschikbaar,In overleg,Bovenwoning,Bestaande bouw,1968,,,92 m²,5 m²,5 m²,257 m³,3 kamers (2 slaapkamers),,,1 woonlaag,,Lift,G,,Blokverwarming,Elektrische boiler (huur),,,,,Betaald parkeren,https://www.funda.nl/huur/utrecht/appartement-88331638-van-weerden-poelmanlaan-2/,5 m²,,,Parkeerplaats,,,,,,,,,Gestoffeerd,,,,,,,,,
Twellosebeeklaan 183,3521 DR Utrecht,€ 950 per maand (geen servicekosten),Geen,Onbepaalde tijd,10 oktober 2022,Beschikbaar,In overleg,Galerijflat,Nieuwbouw,2022,,,49 m²,4 m²,,128 m³,2 kamers (1 slaapkamer),,,5 woonlagen,2e woonlaag,,,,,,,,Balkon aanwezig,,,https://www.funda.nl/huur/utrecht/appartement-42989619-twellosebeeklaan-183/,,A,,Parkeerkelder,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Abstederdijk 133,3582 BE Utrecht,€ 1.600 per maand (geen servicekosten),€ 1.600 eenmalig,Onbepaalde tijd,2 weken,Onder optie,In overleg,,Bestaande bouw,Voor 1906,Zadeldak,,87 m²,,5 m²,260 m³,4 kamers (2 slaapkamers),2 badkamers,Douche en 2 toiletten,2 woonlagen en een zolder,,,,Dakisolatie en dubbel glas,Cv-ketel,Cv-ketel,"Combiketel, eigendom",Aan rustige weg en in woonwijk,,Aangebouwde houten berging,Openbaar parkeren,https://www.funda.nl/huur/utrecht/huis-42973121-abstederdijk-133/,,F,Achtertuin,,,,,,,,,,,45 m² (9 meter diep en 5 meter breed),,,"Eengezinswoning, hoekwoning",89 m²,,,,
Abel Tasmanstraat 23 A,3531 GS Utrecht,€ 1.250 per maand (geen servicekosten),€ 1.250 eenmalig,Onbepaalde tijd,17 oktober 2022,Beschikbaar,Beschikbaar per 1-11-2022,Portiekflat (appartement),Bestaande bouw,1920,Zadeldak bedekt met pannen,,67 m²,7 m²,,201 m³,3 kamers (1 slaapkamer),1 badkamer,Douche en toilet,1 woonlaag,1e woonlaag,Mechanische ventilatie en TV kabel,B,,Cv-ketel,Cv-ketel,Gas gestookt,In centrum en in woonwijk,Balkon aanwezig,Inpandig,Betaald parkeren en parkeervergunningen,https://www.funda.nl/huur/utrecht/appartement-42997041-abel-tasmanstraat-23-a/,,,,,,,,,,,,,,,,,,,,,,
Van Sijpesteijnkade 17 G,3521 AH Utrecht,€ 950 per maand (geen servicekosten),Geen,Onbepaalde tijd,3 maanden,Beschikbaar,Per direct beschikbaar,Galerijflat,Nieuwbouw,2022,,,43 m²,,,112 m³,2 kamers (1 slaapkamer),1 badkamer,,14 woonlagen,4e woonlaag,,Niet beschikbaar,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-42886549-van-sijpesteijnkade-17-g/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
2e Atjehstraat 55,3531 SR Utrecht,€ 1.495 per maand (geen servicekosten),€ 1.495 eenmalig,Onbepaalde tijd,22 oktober 2022,Beschikbaar,Per direct beschikbaar,Benedenwoning (appartement),Bestaande bouw,,,,60 m²,9 m²,,173 m³,2 kamers (1 slaapkamer),,,1 woonlaag,Begane grond,TV kabel,,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Gehele vloerverwarming,Cv-ketel,,Aan rustige weg,,,,https://www.funda.nl/huur/utrecht/appartement-42994590-2e-atjehstraat-55/,,G,Patio/atrium,,1906-1930,,Ja,Nee,Nee,Nee,Nee,Ja,,,Gelegen op het noordwesten,,,,,,"9 m² (0,03 meter diep en 0,03 meter breed)",
Oscar Hammersteinstraat 24,3543 CV Utrecht,€ 1.245 per maand (servicekosten onbekend),Geen,Onbepaalde tijd,3 weken,Onder optie,Beschikbaar per 1-11-2022,Galerijflat,Bestaande bouw,2006,,,90 m²,,2 m²,216 m³,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Douche,3 woonlagen,3e woonlaag,,A,,,,,,Balkon aanwezig,,,https://www.funda.nl/huur/utrecht/appartement-42979851-oscar-hammersteinstraat-24/,,,,Parkeerplaats,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Monnetlaan 83 A,3527 GN Utrecht,"€ 1.350 per maand (exclusief servicekosten à € 45,00 /mnd)",€ 1.395 eenmalig,Onbepaalde tijd,4 weken,Beschikbaar,Beschikbaar per 1-11-2022,Bovenwoning (appartement),Bestaande bouw,1960,,,57 m²,,,148 m³,3 kamers (2 slaapkamers),,,1 woonlaag,,,Niet beschikbaar,,,,,In woonwijk,,,,https://www.funda.nl/huur/utrecht/appartement-88320624-monnetlaan-83-a/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Twellosebeeklaan 281,3521 DR Utrecht,€ 1.500 per maand (geen servicekosten),Geen,Onbepaalde tijd,10 oktober 2022,Beschikbaar,In overleg,Galerijflat,Nieuwbouw,2022,,,80 m²,6 m²,,209 m³,3 kamers (2 slaapkamers),,,5 woonlagen,4e woonlaag,,,,,,,,,,,https://www.funda.nl/huur/utrecht/appartement-42989618-twellosebeeklaan-281/,,A,,Parkeerplaats,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Faustdreef 475,3561 LR Utrecht,"€ 1.450 per maand (exclusief servicekosten à € 63,00 /mnd)",€ 1.513 eenmalig,Onbepaalde tijd,3 weken,Beschikbaar,Beschikbaar per 1-1-2023,Bovenwoning (appartement),Bestaande bouw,1967,,,80 m²,,,208 m³,4 kamers (3 slaapkamers),,,1 woonlaag,9e woonlaag,,"E
            2,06",,,,,In woonwijk,,,,https://www.funda.nl/huur/utrecht/appartement-88332148-faustdreef-475/,,,,,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Twellosebeeklaan 123,3521 DR Utrecht,€ 1.040 per maand (geen servicekosten),Geen,Onbepaalde tijd,10 oktober 2022,Beschikbaar,In overleg,Galerijflat,Nieuwbouw,2022,,,50 m²,9 m²,,130 m³,2 kamers (1 slaapkamer),,,5 woonlagen,1e woonlaag,,,,,,,,Balkon aanwezig,,,https://www.funda.nl/huur/utrecht/appartement-42989635-twellosebeeklaan-123/,,A,,Parkeerplaats,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
Wisselstraat 64 *,3551 WG Utrecht,€ 1.450 per maand (geen servicekosten),€ 2.900 eenmalig,Onbepaalde tijd,13 oktober 2022,Onder optie,Per direct beschikbaar,Galerijflat (appartement),Bestaande bouw,2020,Plat dak bedekt met bitumineuze dakbedekking,,48 m²,,,165 m³,1 kamer (1 slaapkamer),1 badkamer,Toilet,1 woonlaag,3e woonlaag,"Glasvezelkabel, lift, mechanische ventilatie en zonnecollectoren",A,Volledig geïsoleerd,Warmte terugwininstallatie en warmtepomp,,,In woonwijk,,,Betaald parkeren en parkeervergunningen,https://www.funda.nl/huur/utrecht/appartement-42977670-wisselstraat-64/,,,,,,,Ja,Ja,Ja,Ja,Ja,Ja,,,,,,,,,,
Grifthoek 104,3514 JJ Utrecht,"€ 1.360 per maand (exclusief servicekosten à € 50,00 /mnd)",€ 2.720 eenmalig,Onbepaalde tijd,2 weken,Beschikbaar,Per direct beschikbaar,Portiekflat (appartement),Bestaande bouw,,,,60 m²,,6 m²,240 m³,1 kamer (1 slaapkamer),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",1 woonlaag,2e woonlaag,,B,,Cv-ketel,Cv-ketel,"Combiketel, eigendom",,,,,https://www.funda.nl/huur/utrecht/appartement-42970364-grifthoek-104/,4 m²,,,Parkeerplaats,2001-2010,,,,,,,,,,,,,,,,,
Twellosebeeklaan 291,3521 DR Utrecht,€ 1.070 per maand (geen servicekosten),Geen,Onbepaalde tijd,10 oktober 2022,Beschikbaar,In overleg,Galerijflat,Nieuwbouw,2022,,,49 m²,4 m²,,128 m³,2 kamers (1 slaapkamer),,,5 woonlagen,5e woonlaag,,,,,,,,Balkon aanwezig,,,https://www.funda.nl/huur/utrecht/appartement-42989625-twellosebeeklaan-291/,,A,,Parkeerplaats,,,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,
